model,actual_w,predicted_w
Linijinė regresija,13791.481904761906,18290.75634093454
Linijinė regresija,21258.801786,18190.195116156767
Linijinė regresija,14602.32619047619,17773.15716967095
Linijinė regresija,20177.8321427,18693.646912686978
Linijinė regresija,13068.246666666666,17057.525381881
Linijinė regresija,23086.444643,20476.63239153403
Linijinė regresija,12894.168095238096,16468.886956567883
Linijinė regresija,27895.039285,23506.622006340047
Linijinė regresija,13917.196190476192,15825.23960336129
Linijinė regresija,23782.435715,22007.68136809912
Linijinė regresija,9066.386666666664,12102.624853347224
Linijinė regresija,10770.56761904762,9048.460559071096
Linijinė regresija,17019.6410715,17848.529785235605
Linijinė regresija,18109.95333333333,14011.723758700991
Linijinė regresija,13873.9267856,14666.553943470353
Linijinė regresija,11234.69238095238,10953.352600117003
Linijinė regresija,18501.017857,15809.128045444493
Linijinė regresija,21373.7285714,18626.336649090485
Linijinė regresija,6197.971428571428,6382.150990103411
Linijinė regresija,14250.806666666664,9210.901495789974
Linijinė regresija,14291.4571427,14863.113081383766
Linijinė regresija,12680.1178572,12587.9122001318
Linijinė regresija,16914.095238095237,12777.052601259998
Linijinė regresija,12534.0125001,12245.621370807428
Linijinė regresija,9888.693333333333,9076.65053863505
Linijinė regresija,6593.959047619048,6532.11084889824
Linijinė regresija,8932.2285716,9898.132509243562
Linijinė regresija,10440.93523809524,7955.271242486292
Linijinė regresija,6194.9517856,7424.060220645809
Linijinė regresija,5770.537142857143,6221.728820551924
Linijinė regresija,4736.2714286,5770.174983381402
Linijinė regresija,5762.763333333333,5824.084928479918
Linijinė regresija,3799.5857143,4677.964475542624
Linijinė regresija,4738.783809523809,5104.243248016613
Linijinė regresija,3585.7749999,4317.921319161999
Linijinė regresija,3605.691904761905,4249.5805404262655
Linijinė regresija,2181.10178572,3400.695007457244
Linijinė regresija,1229.77321427,2247.2048133059807
Linijinė regresija,3268.2133333333336,3915.5861642291648
Linijinė regresija,831.18571429,1407.4175671363455
Linijinė regresija,2180.0566666666664,3061.4937226222382
Linijinė regresija,1271.1266666666666,2122.725276363136
Linijinė regresija,531.40357143,989.8925107807308
Linijinė regresija,477.5366666666666,1233.6928956855181
Linijinė regresija,134.121428571,701.959080904443
Linijinė regresija,0.0,855.6629017145724
Linijinė regresija,0.0,430.31953457790496
Linijinė regresija,0.0,241.6683620097856
Linijinė regresija,0.0,776.6181053506616
Linijinė regresija,0.0,65.27878598731058
Linijinė regresija,0.0,583.6110259950883
Linijinė regresija,0.0,0.0
Linijinė regresija,0.0,491.3768793782956
Linijinė regresija,0.0,50.63501236533466
Linijinė regresija,0.0,437.8130226263884
Linijinė regresija,0.0,101.35918316385596
Linijinė regresija,0.0,649.9462581748421
Linijinė regresija,0.0,759.1919315663681
Linijinė regresija,0.0,104.0160378490882
Linijinė regresija,0.0,881.0560835529132
Linijinė regresija,0.0,90.6462630925098
Linijinė regresija,0.0,215.0578026451849
Linijinė regresija,0.0,717.6116672226062
Linijinė regresija,0.0,486.70598629928554
Linijinė regresija,0.0,568.3772118821425
Linijinė regresija,0.0,559.3948152578714
Linijinė regresija,0.0,534.6859230317814
Linijinė regresija,0.0,418.8595651002461
Linijinė regresija,0.0,319.46229635982945
Linijinė regresija,0.0,144.4435330302358
Linijinė regresija,0.0,103.4621288119788
Linijinė regresija,0.0,55.710737913638695
Linijinė regresija,0.0,0.0
Linijinė regresija,0.0,235.9384398071552
Linijinė regresija,0.0,109.86450001374669
Linijinė regresija,0.0,177.29652688257283
Linijinė regresija,0.0,0.0
Linijinė regresija,0.0,185.63697168496128
Linijinė regresija,0.0,0.0
Linijinė regresija,0.0,298.85530910872603
Linijinė regresija,0.0,0.0
Linijinė regresija,0.0,0.0
Linijinė regresija,0.0,476.2446141537157
Linijinė regresija,0.0,367.04462844439786
Linijinė regresija,0.0,603.8964691581559
Linijinė regresija,0.0,379.0023398017174
Linijinė regresija,0.0,553.3620637651884
Linijinė regresija,0.0,552.0669309634604
Linijinė regresija,0.0,538.6052741000303
Linijinė regresija,0.0,557.7713971603907
Linijinė regresija,0.0,575.1290014195956
Linijinė regresija,0.0,656.1021957699259
Linijinė regresija,0.0,488.91656155311193
Linijinė regresija,0.0,777.2149048609199
Linijinė regresija,0.0,415.6723394524497
Linijinė regresija,0.0,536.8042054841235
Linijinė regresija,0.0,757.9781098738504
Linijinė regresija,0.0,819.7334523333329
Linijinė regresija,0.0,622.2819480289354
Linijinė regresija,0.0,369.07126810869977
Linijinė regresija,0.0,831.9245209173741
Linijinė regresija,0.0,811.5236105874201
Linijinė regresija,0.0,423.66474884748004
Linijinė regresija,0.0,463.22650063822675
Linijinė regresija,0.0,766.2195800266354
Linijinė regresija,0.0,360.2988140456864
Linijinė regresija,0.0,827.9232364471054
Linijinė regresija,0.0,231.15047191285248
Linijinė regresija,0.0,810.5858145500742
Linijinė regresija,0.0,257.2997444800212
Linijinė regresija,0.0,749.0817610878685
Linijinė regresija,0.0,188.35636230293403
Linijinė regresija,0.0,590.3655542070983
Linijinė regresija,0.0,349.0160976696943
Linijinė regresija,0.0,440.23226776566025
Linijinė regresija,0.0,416.4326548057843
Linijinė regresija,0.0,592.7815935088192
Linijinė regresija,0.0,147.31390676931278
Linijinė regresija,0.0,644.8936651470422
Linijinė regresija,0.0,603.6952630602545
Linijinė regresija,0.0,182.52939562223492
Linijinė regresija,0.0,465.70254831063266
Linijinė regresija,0.0,489.63835952740465
Linijinė regresija,0.0,562.1053141890234
Linijinė regresija,0.0,355.6760589552441
Linijinė regresija,0.0,562.104534612271
Linijinė regresija,0.0,210.06784231260917
Linijinė regresija,0.0,173.4454947438544
Linijinė regresija,0.0,597.8950316250821
Linijinė regresija,0.0,451.30446402699545
Linijinė regresija,0.0,94.45769353466585
Linijinė regresija,0.0,69.40173506920928
Linijinė regresija,0.0,483.5675036579314
Linijinė regresija,0.0,232.4582599657797
Linijinė regresija,0.0,642.269617896106
Linijinė regresija,202.699999998,529.2030113205701
Linijinė regresija,234.31761904761905,741.9580884369961
Linijinė regresija,973.83392858,1166.2036579146416
Linijinė regresija,694.6933333333333,1200.686792977277
Linijinė regresija,2063.21964284,2404.292321117694
Linijinė regresija,1838.365238095238,2302.234645321115
Linijinė regresija,2634.2990476190475,3273.3050857899007
Linijinė regresija,3147.4482142,3834.0400930741516
Linijinė regresija,4333.000952380952,4757.365272874275
Linijinė regresija,4511.2410715,5444.878548546932
Linijinė regresija,5086.727619047619,5886.571470052672
Linijinė regresija,4645.5357143,6171.779878668261
Linijinė regresija,4748.241904761905,5412.628420165252
Linijinė regresija,4140.1535714,5537.521235607007
Linijinė regresija,9296.184761904762,8865.066099381755
Linijinė regresija,7957.6,8583.216289893946
Linijinė regresija,10663.540952380952,10385.506950832707
Linijinė regresija,13486.6249999,13390.842340241623
Linijinė regresija,12367.753333333334,11643.548638893353
Linijinė regresija,16263.7107144,15880.31105234996
Linijinė regresija,13938.75714285714,13731.588500108872
Linijinė regresija,16293.9535714,16610.608209474103
Linijinė regresija,14858.672857142856,14695.623083826613
Linijinė regresija,15867.4500001,16003.81656074015
Linijinė regresija,10546.150476190476,13574.513415877791
Linijinė regresija,17212.0392857,16285.343372949796
Linijinė regresija,10383.833333333332,14269.921051586294
Linijinė regresija,19133.8321428,17642.4657704104
Linijinė regresija,19150.0375,17213.895677221626
Linijinė regresija,6954.448571428571,10564.46212502033
Linijinė regresija,10270.061904761904,13157.24208628794
Linijinė regresija,18800.0375,17508.585443889275
Linijinė regresija,18755.5357143,16797.847737926375
Linijinė regresija,13571.532380952382,17449.912838453878
Linijinė regresija,25400.428572,20151.22227454916
Linijinė regresija,12251.326666666666,17004.418193611695
Linijinė regresija,20982.0946428,18647.125888682174
Linijinė regresija,10790.080952380951,15226.2780091372
Linijinė regresija,23058.7321441,19216.23495333596
Linijinė regresija,7730.806666666667,11456.614998346366
Linijinė regresija,22128.8303571,18523.870061762056
Linijinė regresija,7480.081428571429,10471.503523395222
Linijinė regresija,16792.3089288,16363.046811924058
Linijinė regresija,11779.47761904762,14163.47548388454
Linijinė regresija,17740.7196428,16726.244758122855
Linijinė regresija,8739.598095238094,14419.91390595731
Linijinė regresija,19009.1535716,16572.892471686755
Linijinė regresija,7215.586666666667,10483.877209251994
Linijinė regresija,20591.5517852,17289.37336959425
Linijinė regresija,9670.12,12850.799345341286
Linijinė regresija,13306.1928571,13940.809071539465
Linijinė regresija,12413.529047619048,17135.56713913237
Linijinė regresija,12362.1107144,11840.802787271175
Linijinė regresija,9470.166666666666,14298.404927778705
Linijinė regresija,7463.195714285714,10879.46668901998
Linijinė regresija,14115.1107141,13087.32194639551
Linijinė regresija,8890.6,11329.025112895863
Linijinė regresija,21745.4482147,17108.02814332327
Linijinė regresija,4012.793333333333,5355.775751923872
Linijinė regresija,12677.7321428,14267.813676707887
Linijinė regresija,7674.912499999999,9894.262766552441
Linijinė regresija,8715.52619047619,6164.716063834504
Linijinė regresija,7347.2464288,7912.233840236752
Linijinė regresija,13481.600476190475,10021.707284724409
Linijinė regresija,8722.0035713,8546.667776073937
Linijinė regresija,14166.74238095238,16048.334543134559
Linijinė regresija,13288.5160714,11277.202102409701
Linijinė regresija,6618.546666666666,11387.365774576883
Linijinė regresija,21599.617858,16652.871698668565
Linijinė regresija,11757.338095238094,9345.580598515626
Linijinė regresija,14926.6410714,14677.471690330382
Linijinė regresija,10445.35761904762,9534.376581975223
Linijinė regresija,9103.73857142857,8686.963995983693
Linijinė regresija,13901.5357142,13258.497844037294
Linijinė regresija,13836.366666666669,9486.832918726526
Linijinė regresija,13594.6839287,13220.095025417097
Linijinė regresija,11505.2857145,11574.093036747945
Linijinė regresija,10878.87619047619,9426.782523823364
Linijinė regresija,13544.4071428,12993.652790059481
Linijinė regresija,3995.884285714286,4857.406585448837
Linijinė regresija,6567.83380952381,5191.059978614773
Linijinė regresija,3885.1232144,6484.514847962327
Linijinė regresija,8289.373333333333,7176.833055792643
Linijinė regresija,5326.9160715,5745.418169917158
Linijinė regresija,7544.9910715,7582.959388464479
Linijinė regresija,8004.150476190476,7228.254984695805
Linijinė regresija,8776.3714285,8597.65865966049
Linijinė regresija,8642.181904761905,7837.886575261499
Linijinė regresija,5235.411428571429,5816.7246979467845
Linijinė regresija,6028.0982143,7286.643361764915
Linijinė regresija,4899.6767857,5871.857877780673
Linijinė regresija,1980.179523809524,3091.9287319464993
Linijinė regresija,3085.7410713,4265.000562832257
Linijinė regresija,3405.746666666667,3749.8908146264994
Linijinė regresija,2693.1647619047617,3421.910335342419
Linijinė regresija,2640.7142859,3549.974795762092
Linijinė regresija,1137.17321427,2188.464937340591
Linijinė regresija,1995.7419047619048,2751.933982518568
Linijinė regresija,1329.2457142857145,1975.3619557197899
Linijinė regresija,501.55,1351.2122495766735
Linijinė regresija,37.291071428,849.7857550898361
Linijinė regresija,707.5466666666666,1298.5491616841055
Linijinė regresija,143.6266666666667,775.1893472402453
Linijinė regresija,0.0,701.7013529629867
Linijinė regresija,0.0,221.9192692271763
Linijinė regresija,0.0,545.7909513838613
Linijinė regresija,0.0,549.2042542677164
Linijinė regresija,0.0,36.064578810181956
Linijinė regresija,0.0,247.89045456229087
Linijinė regresija,0.0,402.89867423373744
Linijinė regresija,0.0,326.128638682173
Linijinė regresija,0.0,240.83835027322766
Linijinė regresija,0.0,428.4157090941162
Linijinė regresija,0.0,190.64537411028778
Linijinė regresija,0.0,299.2795112422382
Linijinė regresija,0.0,394.56340120767254
Linijinė regresija,0.0,325.97931779673945
Linijinė regresija,0.0,216.27883520097657
Linijinė regresija,0.0,342.98770360744584
Linijinė regresija,0.0,57.76204907216652
Linijinė regresija,0.0,0.0
Linijinė regresija,0.0,250.5396558931743
Linijinė regresija,0.0,242.23004777510232
Linijinė regresija,0.0,0.0
Linijinė regresija,0.0,0.0
Linijinė regresija,0.0,316.06699006902545
Linijinė regresija,0.0,396.2932723363765
Linijinė regresija,0.0,0.0
Linijinė regresija,0.0,417.07691459380385
Linijinė regresija,0.0,0.0
Linijinė regresija,0.0,491.42365560360577
Linijinė regresija,0.0,174.05610633658125
Linijinė regresija,0.0,608.5585051891039
Linijinė regresija,0.0,461.94661456140693
Linijinė regresija,0.0,684.3896727437996
Linijinė regresija,0.0,510.9451151962485
Linijinė regresija,0.0,500.392228167565
Linijinė regresija,0.0,718.6673871017601
Linijinė regresija,0.0,689.2276081456303
Linijinė regresija,0.0,552.9511125106137
Linijinė regresija,0.0,443.39863944961417
Linijinė regresija,0.0,614.9771585891367
Linijinė regresija,0.0,210.42784187428788
Linijinė regresija,0.0,593.6579125188446
Linijinė regresija,0.0,357.17889214832303
Linijinė regresija,0.0,205.81877781442472
Linijinė regresija,0.0,406.85070426481707
Linijinė regresija,0.0,275.8235201737907
Linijinė regresija,0.0,156.23957828252333
Linijinė regresija,0.0,514.0932740109065
Linijinė regresija,0.0,0.0
Linijinė regresija,0.0,329.14589872505076
Linijinė regresija,0.0,0.0
Linijinė regresija,0.0,296.87137448668454
Linijinė regresija,0.0,0.0
Linijinė regresija,0.0,371.15503619118954
Linijinė regresija,0.0,228.9363401476212
Linijinė regresija,0.0,478.2052216842758
Linijinė regresija,0.0,298.86501535413754
Linijinė regresija,0.0,501.67836785495365
Linijinė regresija,0.0,321.8243631357136
Linijinė regresija,0.0,340.5113662642534
Linijinė regresija,0.0,415.11892807642744
Linijinė regresija,0.0,467.2482512632514
Linijinė regresija,0.0,448.28085649266086
Linijinė regresija,0.0,548.5440203902408
Linijinė regresija,0.0,564.519810339315
Linijinė regresija,0.0,459.79344498000773
Linijinė regresija,0.0,659.8732738481331
Linijinė regresija,0.0,326.4993766536436
Linijinė regresija,0.0,421.34637912543894
Linijinė regresija,0.0,229.91203564211992
Linijinė regresija,0.0,241.47475293670232
Linijinė regresija,0.0,153.81862191334494
Linijinė regresija,0.0,146.40355159409864
Linijinė regresija,0.0,174.31457586488705
Linijinė regresija,0.0,61.13171089844127
Linijinė regresija,0.0,329.4255441509513
Linijinė regresija,0.0,357.6742405155446
Linijinė regresija,0.0,88.80667959076254
Linijinė regresija,0.0,481.10252347797814
Linijinė regresija,0.0,214.28929679878183
Linijinė regresija,0.0,618.9112165145298
Linijinė regresija,0.0,336.7247518954018
Linijinė regresija,0.0,637.2264995401065
Linijinė regresija,0.0,484.1569753820795
Linijinė regresija,0.0,519.882987703234
Linijinė regresija,0.0,423.9231167316857
Linijinė regresija,0.0,396.96708728826434
Linijinė regresija,0.0,289.2424095512606
Linijinė regresija,0.0,402.10040826723616
Linijinė regresija,0.0,323.52173216459505
Linijinė regresija,8.157142857,576.9277700703578
Linijinė regresija,159.75285714285712,549.1919434026577
Linijinė regresija,401.50714285,883.3035473098416
Linijinė regresija,771.7461904761905,1125.1078815844294
Linijinė regresija,1471.53214285,1672.796083463426
Linijinė regresija,1530.5714285714284,1929.1530697687967
Linijinė regresija,2508.726666666667,2842.030504218793
Linijinė regresija,2149.32857143,2794.7655880403863
Linijinė regresija,3092.0767858,3725.0746973315645
Linijinė regresija,3484.8909523809525,3802.3293044949396
Linijinė regresija,4249.629523809524,4500.56823422602
Linijinė regresija,5069.1875,5312.4666039712765
Linijinė regresija,5409.878095238095,5528.413812880982
Linijinė regresija,6105.1696428,7079.850871969212
Linijinė regresija,6309.82619047619,6201.247893622826
Linijinė regresija,7677.1464287,8456.238781859043
Linijinė regresija,7809.513333333333,7335.960221848013
Linijinė regresija,10555.0339285,11079.838536777665
Linijinė regresija,9954.9267857,11051.491098260467
Linijinė regresija,9584.600952380952,8682.965729072632
Linijinė regresija,10676.38619047619,9569.248310018287
Linijinė regresija,12533.05,12249.128543292249
Linijinė regresija,12572.6750001,13200.575448937194
Linijinė regresija,10891.864285714286,9540.638844493653
Linijinė regresija,12538.4535714,12876.916700844933
Linijinė regresija,11605.94,9899.10901578571
Linijinė regresija,9224.402857142855,8186.58624142419
Linijinė regresija,14086.6714286,13702.229536872164
Linijinė regresija,16210.6375,15254.918308944489
Linijinė regresija,12200.951904761903,10156.017862671219
Linijinė regresija,13649.375714285714,11334.631482091969
Linijinė regresija,19016.1125,17051.314760547095
Linijinė regresija,14343.825714285716,11802.627730034186
Linijinė regresija,24082.9642871,19770.158521083868
Linijinė regresija,22378.3375003,19226.51166705911
Linijinė regresija,16457.873333333333,13268.30410113611
Linijinė regresija,14603.329523809523,12419.30716235928
Linijinė regresija,18201.6178571,17338.517516422962
Linijinė regresija,15418.26238095238,12563.587217925095
Linijinė regresija,20210.8678572,17778.828194855672
Linijinė regresija,14184.733333333334,11716.42852572503
Linijinė regresija,24978.126784,21079.69657159236
Linijinė regresija,15984.871904761903,12544.554767719259
Linijinė regresija,18069.2625001,17640.28517264351
Linijinė regresija,22419.533333333333,16920.43993059912
Linijinė regresija,12780.4035714,14073.37613465299
Linijinė regresija,14687.01619047619,15743.197259214976
Linijinė regresija,16210.6321429,15177.59841773109
Linijinė regresija,7269.2821429,9680.25084717567
Linijinė regresija,14734.164761904762,13633.67719143254
Linijinė regresija,11251.276666666668,10889.190025601882
Linijinė regresija,13299.1107144,11900.433819642021
Linijinė regresija,14176.6696428,15449.461106928153
Linijinė regresija,16377.24,12288.192848782583
Linijinė regresija,17862.92523809524,13711.587562547847
Linijinė regresija,15522.8642857,15663.352035902244
Linijinė regresija,18792.21619047619,13648.697766808535
Linijinė regresija,10305.5482144,12303.029088931988
Linijinė regresija,18387.29238095238,13944.719723786133
Linijinė regresija,15730.2732144,14076.802238143144
Linijinė regresija,11094.63,10345.34186277719
Linijinė regresija,17424.8589286,16136.483710940385
Linijinė regresija,13727.433333333334,10616.42766106494
Linijinė regresija,12894.9000001,12793.636536802995
Linijinė regresija,14158.8,13474.117721603216
Linijinė regresija,14704.017142857145,11820.92762414334
Linijinė regresija,9507.832143,10554.483838309341
Linijinė regresija,4860.438571428572,12231.029157991266
Linijinė regresija,0.0,14069.1727271598
Linijinė regresija,21145.8624995,16590.616762226065
Linijinė regresija,11662.961428571429,12018.718190423057
Linijinė regresija,15640.5517858,15962.84550051275
Linijinė regresija,11462.718571428572,9897.760311202484
Linijinė regresija,8844.4125,10532.354829764208
Linijinė regresija,11978.900476190476,9589.125496854114
Linijinė regresija,10090.6553573,9965.950516574823
Linijinė regresija,13877.978571428572,10634.962804422928
Linijinė regresija,13944.7107143,11965.634781230798
Linijinė regresija,10490.870476190476,9312.179674657738
Linijinė regresija,10880.6769842,11363.727475599957
Linijinė regresija,10713.4749999,10598.784730174037
Linijinė regresija,5772.629523809524,6043.193127427338
Linijinė regresija,7955.73619047619,7021.899653855643
Linijinė regresija,7555.5017858,8572.0529914892
Linijinė regresija,5707.1517858,6544.472928195936
Linijinė regresija,4515.696666666667,5131.893165888306
Linijinė regresija,4762.3535713,5592.971146604631
Linijinė regresija,3844.56,3992.9463090880663
Linijinė regresija,4135.5071428,4789.2194415394415
Linijinė regresija,2709.0333333333333,3435.585423573869
Linijinė regresija,3740.9839285,4291.052369654723
Linijinė regresija,1115.424761904762,1928.8994650311042
Linijinė regresija,3108.4678571,3673.649971735441
Linijinė regresija,2181.560476190476,2550.106296823288
Linijinė regresija,2220.25714284,2714.821359024837
Linijinė regresija,1751.250476190476,2390.561690836791
Linijinė regresija,807.5933333333334,1702.3542111566758
Linijinė regresija,1480.95714285,1866.9532534855798
Linijinė regresija,494.6480952380952,1195.3818350326374
Linijinė regresija,731.94107141,1014.1444598726457
Linijinė regresija,159.194642855,302.6648005164252
Linijinė regresija,249.72761904761904,890.1591533023011
Linijinė regresija,0.0,0.0
Linijinė regresija,0.0,681.6639258781388
Linijinė regresija,0.0,0.0
Linijinė regresija,0.0,789.2697485546569
Linijinė regresija,0.0,86.275785920011
Linijinė regresija,0.0,640.7169258077529
Linijinė regresija,0.0,113.39224187457421
Linijinė regresija,0.0,706.7722789440968
Linijinė regresija,0.0,747.8984101846063
Linijinė regresija,0.0,0.0
Linijinė regresija,0.0,0.0
Linijinė regresija,0.0,717.9351554085088
Linijinė regresija,0.0,684.9287718118821
Linijinė regresija,0.0,0.0
Linijinė regresija,0.0,0.0
Linijinė regresija,0.0,732.0551013449303
Linijinė regresija,0.0,0.0
Linijinė regresija,0.0,719.3225121138012
Linijinė regresija,0.0,0.0
Linijinė regresija,0.0,855.6199057717322
Linijinė regresija,0.0,0.0
Linijinė regresija,0.0,839.8617886243201
Linijinė regresija,0.0,0.0
Linijinė regresija,0.0,728.4702318440914
Linijinė regresija,0.0,0.0
Linijinė regresija,0.0,706.5085763244688
Linijinė regresija,0.0,0.0
Linijinė regresija,0.0,900.3638133273589
Linijinė regresija,0.0,0.0
Linijinė regresija,0.0,737.6920323655859
Linijinė regresija,0.0,816.4339843803418
Linijinė regresija,0.0,0.0
Linijinė regresija,0.0,0.0
Linijinė regresija,0.0,639.717341554332
Linijinė regresija,0.0,168.46037457853072
Linijinė regresija,0.0,404.2462386867983
Linijinė regresija,0.0,14.063638931968853
Linijinė regresija,0.0,321.84217665313463
Linijinė regresija,0.0,0.0
Linijinė regresija,0.0,318.03316274210283
Linijinė regresija,0.0,0.0
Linijinė regresija,0.0,435.42127712943784
Linijinė regresija,0.0,127.2904803957581
Linijinė regresija,0.0,749.6889156712468
Linijinė regresija,0.0,820.9954793952465
Linijinė regresija,0.0,95.20425855442681
Linijinė regresija,0.0,20.777177818462405
Linijinė regresija,0.0,812.0602378931844
Linijinė regresija,0.0,125.33005076180507
Linijinė regresija,0.0,782.5036656963157
Linijinė regresija,0.0,206.9942545580534
Linijinė regresija,0.0,770.9374436963926
Linijinė regresija,0.0,153.59187178456432
Linijinė regresija,0.0,767.0556131072035
Linijinė regresija,0.0,127.97169126331664
Linijinė regresija,0.0,711.5335217374441
Linijinė regresija,0.0,91.65573665367538
Linijinė regresija,0.0,681.6119299071734
Linijinė regresija,0.0,133.45730616839046
Linijinė regresija,0.0,669.9092758348115
Linijinė regresija,0.0,735.0773267047634
Linijinė regresija,0.0,212.91615993121104
Linijinė regresija,0.0,682.7614118195243
Linijinė regresija,0.0,442.44030242515055
Linijinė regresija,0.0,575.7632727745267
Linijinė regresija,0.0,610.1369163513637
Linijinė regresija,0.0,752.8532222728618
Linijinė regresija,0.0,576.4164099387735
Linijinė regresija,0.0,749.5743808237467
Linijinė regresija,0.0,767.9643990196773
Linijinė regresija,0.0,725.5201485243806
Linijinė regresija,0.0,761.6067861747406
Linijinė regresija,0.0,707.1309044285435
Linijinė regresija,0.0,663.9957506805977
Linijinė regresija,0.0,711.8533280015463
Linijinė regresija,0.0,570.7756370932048
Linijinė regresija,0.0,483.05247510210484
Linijinė regresija,0.0,536.2294855120826
Linijinė regresija,0.0,462.52658667631385
Linijinė regresija,0.0,439.2894922671976
Linijinė regresija,0.0,388.17782155006626
Linijinė regresija,0.0,501.82710722186766
Linijinė regresija,0.0,434.23237222603075
Linijinė regresija,0.0,505.8322796654584
Linijinė regresija,0.0,619.0759794436935
Linijinė regresija,0.0,542.6521203027651
Linijinė regresija,0.0,649.4443147493157
Linijinė regresija,0.0,609.6734383411267
Linijinė regresija,0.0,416.93772209389044
Linijinė regresija,0.0,599.2399189960588
Linijinė regresija,5.998214286,413.24752493442884
Linijinė regresija,32.6552380952381,687.0230633126384
Linijinė regresija,525.8309523809523,1027.6800823052154
Linijinė regresija,1160.2457142857145,1535.8708055010784
Linijinė regresija,877.25,2288.2416010141105
Linijinė regresija,1252.3866666666663,1546.9998211937645
Linijinė regresija,2946.0321428,3692.1253646982086
Linijinė regresija,1360.8133333333333,1555.0939985666982
Linijinė regresija,4462.5303573,5261.2896865435605
Linijinė regresija,1616.5742857142857,1867.9435763782358
Linijinė regresija,2140.8361904761905,2437.948843918587
Linijinė regresija,7062.442857,7901.522065224417
Linijinė regresija,8217.6857144,9383.21681883854
Linijinė regresija,2777.784285714286,2851.100799035309
Linijinė regresija,3949.08,3493.1374784805694
Linijinė regresija,7405.6071428,8757.796025449697
Linijinė regresija,8184.1392857,9230.867260688796
Linijinė regresija,3927.8157142857135,3950.4063423903435
Linijinė regresija,4553.829047619048,3997.2318578490804
Linijinė regresija,8800.6285713,9889.634210356224
Linijinė regresija,8452.9375,9318.358043944392
Linijinė regresija,5865.463333333333,4695.85770624174
Linijinė regresija,4064.404761904762,3555.7911239403593
Linijinė regresija,10911.0571429,11098.130001010333
Linijinė regresija,4204.126666666666,3587.138291695622
Linijinė regresija,11630.1,11507.697857592233
Linijinė regresija,7643.225238095238,5659.747624538767
Linijinė regresija,14852.6857142,13790.269156970808
Linijinė regresija,12512.969523809525,9008.462648735109
Linijinė regresija,12306.7625,12549.835957003586
Linijinė regresija,12028.086666666668,9577.69883434154
Linijinė regresija,13464.2285714,13121.659781909417
Linijinė regresija,14483.8875,13799.608693447437
Linijinė regresija,10064.066666666668,9002.266067853445
Linijinė regresija,15638.6428571,14753.79085295022
Linijinė regresija,9774.57761904762,8646.081150554515
Linijinė regresija,14239.3214286,14512.651244835393
Linijinė regresija,10732.981904761904,8461.063314939569
Linijinė regresija,14510.4696431,12904.463442316082
Linijinė regresija,10969.28,8528.27188104601
Linijinė regresija,17199.1071427,15834.871619657606
Linijinė regresija,7334.862380952381,7107.74645364506
Linijinė regresija,16548.7035715,15126.639407810319
Linijinė regresija,13466.61380952381,10569.25756734822
Linijinė regresija,24773.9125,19585.895112957867
Linijinė regresija,16244.740952380953,13311.463079674362
Linijinė regresija,11283.48142857143,10668.930310355387
Linijinė regresija,24771.0553577,20343.43288360713
Linijinė regresija,17122.917619047617,12865.120795390056
Linijinė regresija,29048.955358,21447.942261099393
Linijinė regresija,15559.246666666666,12112.052640975377
Linijinė regresija,20619.0285715,18740.61202249299
Linijinė regresija,16514.214285714283,12893.196192989188
Linijinė regresija,21655.719643,17527.949861182817
Linijinė regresija,16325.518095238094,13217.215801376664
Linijinė regresija,15160.0071428,14410.395631081534
Linijinė regresija,14838.722857142857,11621.712022591524
Linijinė regresija,19014.0714284,15279.198366026318
Linijinė regresija,14374.724285714285,9816.883380726418
Linijinė regresija,21044.15,16253.647613927285
Linijinė regresija,1743.614285714286,14162.474132727562
Linijinė regresija,17746.0000002,15737.791747801482
Linijinė regresija,13531.35,13229.909061174607
Linijinė regresija,7318.781428571428,13577.329450336969
Linijinė regresija,12980.05619047619,11088.865995403092
Linijinė regresija,13048.0571428,12127.537022390818
Linijinė regresija,10672.267142857145,7177.212105680074
Linijinė regresija,17947.7625,15024.76225257968
Linijinė regresija,16851.6714286,15060.45880187786
Linijinė regresija,11245.050952380952,7003.27494696619
Linijinė regresija,10254.9732144,11040.767087516728
Linijinė regresija,12178.413333333332,7833.151940429448
Linijinė regresija,12610.41380952381,9592.9794523191
Linijinė regresija,3341.7053571,5964.414458224125
Linijinė regresija,7948.38,7009.44611500593
Linijinė regresija,1928.27857144,2190.5599305747683
Linijinė regresija,7113.7733333333335,6352.383359071789
Linijinė regresija,3026.0392859,2494.1327425568697
Linijinė regresija,6922.5035714,5394.872010725595
Linijinė regresija,6461.852857142857,6318.29346384453
Linijinė regresija,7880.0428573,7531.691256857547
Linijinė regresija,6393.030476190476,6113.512179071194
Linijinė regresija,3954.9089285,5749.8629016951445
Linijinė regresija,6046.765714285714,5916.840294813907
Linijinė regresija,2421.4446428,3684.2687674098825
Linijinė regresija,4019.4385714285713,4534.068011299297
Linijinė regresija,2819.3785713,3197.9825707854716
Linijinė regresija,1148.6733333333332,1858.790181765572
Linijinė regresija,2886.312857142857,2101.762521437352
Linijinė regresija,3356.5446428,4135.804882954907
Linijinė regresija,2869.84,3944.690239670691
Linijinė regresija,2929.15,2952.3007377829954
Linijinė regresija,2072.66,2625.202230085949
Linijinė regresija,2021.62857142,3081.738908491
Linijinė regresija,1284.5466666666666,2079.1464351236564
Linijinė regresija,1288.58571429,2214.7974892566936
